take,"['clasp', 'grasp', 'grip', 'hold']"
subway,"['crawlway', 'gallery', 'tunnel', 'antre', 'cave', 'cavern', 'delve', 'grot', 'grotto', 'abyss', 'chasm', 'gulf', 'hollow', 'excavation', 'mine', 'pit', 'shaft', 'well', 'bunker', 'dugout', 'foxhole', 'burrow', 'covert', 'den', 'hole', 'lair', 'lodge', 'shelter']"
because,"[""'cause"", 'as', 'as long as', 'being (as or as how or that)', 'considering', 'for', 'inasmuch as', 'now', 'seeing', 'since', 'whereas']"
faster,"['apace', 'briskly', 'chop-chop', 'double-quick', 'fleetly', 'full tilt', 'hastily', 'hell-for-leather', 'hot', 'lickety-split', 'posthaste', 'presto', 'pronto', 'quick', 'quickly', 'rapidly', 'snappily', 'soon', 'speedily', 'swift', 'swiftly']"
bus,"['auto', 'automobile', 'car', 'horseless carriage', 'machine', 'motor', 'motor vehicle', 'motorcar', 'wheels']"
Now,"['anymore', 'currently', 'nowadays', 'presently', 'right now', 'today']"
this,"['closer', 'hither', 'near', 'nigher']"
m,"[' yard   ', ' meter   ', ' mebibyte   ', ' megabyte   ', ' thou   ', ' grand   ', ' chiliad   ', ' molar concentration   ', ' molarity   ', ' metre   ']"
an,"['cover', 'monitor', 'watch']"
ordinary,"['average', 'common', 'commonplace', 'cut-and-dried', 'everyday', 'garden-variety', 'normal', 'prosaic', 'routine', 'run-of-the-mill', 'standard', 'standard-issue', 'unexceptional', 'unremarkable', 'usual', 'workaday']"
guy,"['baby', 'being', 'bird', 'bod', 'body', 'character', 'cookie', 'creature', 'customer', 'devil', 'duck', 'egg', 'face', 'fish', 'head', 'human', 'human being', 'individual', 'life', 'man', 'mortal', 'party', 'person', 'personage', 'scout', 'slob', 'sort', 'soul', 'specimen', 'stiff', 'thing', 'wight']"
named,"['known', 'specified']"
Charley,"['berk', 'booby', 'cuckoo', 'ding-a-ling', 'ding-dong', 'dingbat', 'dipstick', 'doofus', 'featherhead', 'fool', 'git', 'goose', 'half-wit', 'jackass', 'lunatic', 'mooncalf', 'nincompoop', 'ninny', 'ninnyhammer', 'nit', 'nitwit', 'nut', 'nutcase', 'simp', 'simpleton', 'turkey', 'yo-yo']"
thirty-one,"[' xxxi   ', ' cardinal  ']"
old,"['aged', 'aging', 'ancient', 'elderly', 'geriatric', 'long-lived', 'older', 'over-the-hill', 'senescent', 'senior', 'unyoung']"
wearing,"['crushing', 'grinding', 'overwhelming', 'agonizing', 'heartbreaking', 'heartrending', 'painful', 'wretched', 'insufferable', 'insupportable', 'intolerable', 'unbearable', 'unendurable', 'rigorous', 'strict', 'stringent', 'harrowing', 'tortuous', 'biting', 'inclement', 'intemperate', 'wild', 'bad', 'disagreeable', 'hostile', 'unfriendly', 'unpleasant', 'austere', 'bleak', 'comfortless', 'discomforting', 'forbidding', 'inhospitable', 'spartan', 'uncomfortable', 'bitter', 'brutal', 'burdensome', 'cruel', 'excruciating', 'grievous', 'grim', 'hard', 'hardhanded', 'harsh', 'heavy', 'inhuman', 'murderous', 'onerous', 'oppressive', 'rough', 'rugged', 'searing', 'severe', 'stiff', 'tough', 'trying']"
tan,"['birch', 'cowhide', 'flagellate', 'flail', 'flog', 'hide', 'horsewhip', 'lash', 'leather', 'rawhide', 'scourge', 'slash', 'switch', 'thrash', 'whale', 'whip']"
gabardine,"[' gaberdine   ', ' white   ', ' tweed   ', ' flannel   ', ' smock   ', ' duster   ', ' shawl  ', ' wrap  ', ' mantle  ', ' cloak  ']"
suit,"['action', 'lawsuit', 'proceeding']"
straw,"['peanuts', 'pittances', 'songs', 'two bits', 'naught', 'smoke', 'zeros', 'bunk', 'claptrap', 'drivel', 'follies', 'fribbles', 'fudges', 'hogwashes', 'humbug', 'humbuggeries', 'nonsense', 'rot', 'trash', 'trivia', 'bagatelles', ""child's play"", 'fripperies', 'nonproblems', 'picayunes', 'shucks', 'small beer', 'small change', 'trifles', 'trivialities', 'bits', 'crumbs', 'dabs', 'drams', 'licks', 'mites', 'ounces', 'particles', 'pinheads', 'scintillas', 'shreds', 'smidgens', 'soup�ons', 'specks', 'spots', 'touches', 'traces']"
hat,"['cap', 'chapeau', 'headdress', 'headgear', 'headpiece', 'lid']"
with,"['because of', 'due to', 'owing to', 'through']"
fancy,"['complex', 'complicated', 'detailed', 'elaborate', 'intricate', 'involved', 'sophisticated']"
band,"['circle', 'eye', 'hoop', 'loop', 'ring', 'round']"
passed,"['bucked', 'handed', 'handed over', 'reached', 'transferred']"
dozen,"['abundance', 'barrel', 'basketful', 'boatload', 'bucket', 'bunch', 'bundle', 'bushel', 'carload', 'chunk', 'deal', 'fistful', 'gobs', 'good deal', 'heap', 'hundred', 'lashings', 'loads', 'lot', 'mass', 'mess', 'mountain', 'much', 'multiplicity', 'myriad', 'oodles', 'pack', 'passel', 'peck', 'pile', 'plateful', 'plenitude', 'plentitude', 'plenty', 'pot', 'potful', 'profusion', 'quantity', 'raft', 'reams', 'scads', 'sheaf', 'shipload', 'sight', 'slew', 'spate', 'stack', 'store', 'ton', 'truckload', 'volume', 'wad', 'wealth', 'yard']"
men,"['bastards', 'blokes', 'bucks', 'cats', 'chappies', 'chaps', 'dudes', 'fellas', 'fellows', 'galoots', 'gentlemen', 'gents', 'guys', 'hombres', 'jacks', 'joes', 'jokers', 'lads', 'males']"
looked,"['acted', 'appeared', 'came across (as)', 'came off (as)', 'felt', 'made', 'seemed', 'sounded']"
like,"['care (for)', 'want']"
trying,"['bitter', 'brutal', 'burdensome', 'cruel', 'excruciating', 'grievous', 'grim', 'hard', 'hardhanded', 'harsh', 'heavy', 'inhuman', 'murderous', 'onerous', 'oppressive', 'rough', 'rugged', 'searing', 'severe', 'stiff', 'tough']"
anything,"['something', 'what all', 'whatever', 'whatnot', 'whichever']"
wanted,"['desirable', 'liked', 'preferred', 'selected', 'celebrated', 'famed', 'famous', 'noted', 'notorious', 'prominent', 'renowned', 'well-known', 'semipopular', 'fabled', 'fabulous', 'legendary', 'big', 'crowd-pleasing', 'du jour', 'faddish', 'faddy', 'fashionable', 'favorite', 'happening', 'hot', 'in', 'large', 'modish', 'pop', 'popular', 'popularized', 'red-hot', 'vogue', 'voguish', 'leading', 'notable', 'outstanding', 'prominent', 'remarkable', 'important', 'significant']"
home,"['abode', 'diggings', 'domicile', 'dwelling', 'fireside', 'habitation', 'hearth', 'hearthstone', 'house', 'lodging', 'pad', 'place', 'quarters', 'residence', 'roof']"
turned,"['curdled', 'fermented', 'off', 'rancid', 'rank', 'sour', 'soured', 'sourish', 'addled', 'bad', 'corrupted', 'decayed', 'decomposed', 'putrefied', 'putrid', 'rotten', 'spoiled', 'contaminated', 'defiled', 'fouled', 'impure', 'polluted', 'tainted', 'corroded', 'crumbled', 'degenerated', 'deteriorated', 'disintegrated', 'decaying', 'decomposing', 'disintegrating', 'mildewy', 'moldering', 'moldy', 'putrefying', 'putrescent', 'rotting', 'gangrenous']"
into,"['additionally', 'again', 'also', 'besides', 'either', 'further', 'furthermore', 'likewise', 'more', 'moreover', 'then', 'too', 'withal', 'yet']"
Vanderbilt,"[' Cornelius Vanderbilt  ', ' Commodore Vanderbilt  ', ' Plutus  ', ' DuPont  ', ' Midas  ', ' Dives  ', ' Whitney  ', ' Rockefeller  ', ' ford  ', ' Croesus  ']"
Avenue,"['arterial', 'artery', 'boulevard', 'carriageway', 'drag', 'drive', 'expressway', 'freeway', 'high road', 'highway', 'pass', 'pike', 'road', 'roadway', 'route', 'row', 'street', 'thoroughfare', 'thruway', 'trace', 'turnpike', 'way']"
went,"['advanced', 'came', 'came along', 'did', 'fared', 'forged', 'got along', 'got on', 'marched', 'paced', 'proceeded', 'progressed', 'went along', 'went off']"
steps,"['course', 'line', 'path', 'pathway', 'route', 'routeway', 'track', 'way']"
first,"['earliest', 'foremost', 'headmost', 'inaugural', 'initial', 'leadoff', 'maiden', 'original', 'pioneer', 'premier', 'virgin']"
where,"['whereabouts', 'whither']"
trains,"['corteges', 'entourages', 'followings', 'posses', 'retinues', 'suites', 'tails']"
Twentieth,"[' ordinal  ', ' vigesimal  ', ' twenty  ', ' vicesimal  ', ' vicennial  ', ' vicenary  ', ' rank  ']"
Century,"[' hundred   ', ' age  ', ' epoch  ', ' time  ', ' centenary  ', ' period  ', ' era  ', ' centennial  ', ' date  ', ' generation  ']"
Then,"['additionally', 'again', 'also', 'besides', 'either', 'further', 'furthermore', 'likewise', 'more', 'moreover', 'too', 'withal', 'yet']"
walked,"['ambulated', 'footed (it)', 'hoofed (it)', 'legged (it)', 'padded', 'stepped', 'traipsed', 'trod']"
another,"['added', 'additional', 'else', 'farther', 'fresh', 'further', 'more', 'other']"
flight,['flying']
suburban,"['exurb', 'suburbia', 'asphalt jungle', 'burg', 'city', 'cosmopolis', 'megacity', 'megalopolis', 'metropolis', 'municipality', 'town', 'borough', 'conurbation', 'urban sprawl', 'central city', 'edge city', 'garden city', 'core city', 'downtown', 'inner city', 'midtown']"
leave,"['abandon', 'desert', 'forsake', 'maroon', 'quit', 'strand']"
ducked,"['avoided', 'dodged', 'eluded', 'escaped', 'eschewed', 'evaded', 'finessed', 'got around', 'scaped', 'shirked', 'shook', 'shuffled (out of)', 'shunned', 'weaseled (out of)']"
arched,"['bent', 'bowed', 'crooked', 'curved', 'hooked', 'swerved']"
doorway,"['access', 'accession', 'admission', 'admittance', 'door', 'entrance', 'entr�e', 'entry', 'gateway', 'ingress', 'key', 'passport', 'ticket']"
heading,"['caption', 'head', 'header', 'headline', 'rubric', 'title']"
for,['pro']
got,"['learned', 'mastered', 'picked up']"
lost,"['gone', 'mislaid', 'misplaced', 'missing']"
out,"['alfresco', 'outdoors', 'outside']"
hundreds,"['abundances', 'barrels', 'basketfuls', 'boatloads', 'buckets', 'bunches', 'bundles', 'bushels', 'carloads', 'chunks', 'deals', 'dozens', 'fistfuls', 'gobs', 'good deals', 'heaps', 'lashings', 'loads', 'lots', 'masses', 'messes', 'mountains', 'much', 'multiplicities', 'myriads', 'oodles', 'packs', 'passels', 'pecks', 'piles', 'platefuls', 'plenitudes', 'plenties', 'plentitudes', 'potfuls', 'pots', 'profusions', 'quantities', 'rafts', 'reams', 'scads', 'sheaves', 'shiploads', 'sights', 'slews', 'spates', 'stacks', 'stores', 'tons', 'truckloads', 'volumes', 'wads', 'wealths', 'yards']"
times,"['moments', 'occasions']"
bumping,"['banging', 'bashing', 'colliding', 'crashing', 'hitting', 'impacting', 'impinging', 'knocking', 'ramming', 'slamming', 'smashing', 'striking', 'swiping', 'thudding']"
doorways,"['accesses', 'accessions', 'admissions', 'admittances', 'doors', 'entrances', 'entr�es', 'entries', 'gateways', 'ingresses', 'keys', 'passports', 'tickets']"
stairs,"[' steps   ', ' staircase  ', ' stairway  ', ' stair   ', ' ladder  ', ' step   ', ' flight of stairs  ', ' companionway  ', ' flight of steps  ', ' flight  ']"
corridors,"['belts', 'lands', 'necks', 'parts', 'regions', 'tracts', 'zones']"
Once,"['erstwhile', 'formerly', 'onetime']"
tunnel,"['crawlway', 'gallery', 'subway', 'antre', 'cave', 'cavern', 'delve', 'grot', 'grotto', 'abyss', 'chasm', 'gulf', 'hollow', 'excavation', 'mine', 'pit', 'shaft', 'well', 'bunker', 'dugout', 'foxhole', 'burrow', 'covert', 'den', 'hole', 'lair', 'lodge', 'shelter']"
about,"['apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'of', 'on', 'regarding', 'respecting', 'touching', 'toward']"
mile,"['afar', 'country mile', 'far cry', 'long haul']"
long,"['elongate', 'extended', 'king-size', 'lengthy']"
came,"['advanced', 'approached', 'neared', 'nighed']"
lobby,"['foyer', 'hall']"
Hotel,"['auberge', 'caravansary', 'hospice', 'hostel', 'hostelry', 'inn', 'lodge', 'public house', 'tavern']"
up,"['upward', 'upwardly', 'aloft']"
building,"['edifice', 'structure']"
Forty-sixth,[' ordinal  ']
Street,"['arterial', 'artery', 'avenue', 'boulevard', 'carriageway', 'drag', 'drive', 'expressway', 'freeway', 'high road', 'highway', 'pass', 'pike', 'road', 'roadway', 'route', 'row', 'thoroughfare', 'thruway', 'trace', 'turnpike', 'way']"
three,"['lifelike', 'living', 'natural', 'naturalistic', 'near', 'photo-realistic', 'realistic']"
Sometimes,"['here and there', 'now', 'now and then', 'occasionally']"
think,"['allow', 'believe', 'conceive', 'consider', 'deem', 'esteem', 'feel', 'figure', 'guess', 'hold', 'imagine', 'judge', 'reckon', 'suppose']"
tree,"['ancestry', 'birth', 'blood', 'bloodline', 'breeding', 'descent', 'extraction', 'genealogy', 'line', 'lineage', 'origin', 'parentage', 'pedigree', 'stock', 'strain']"
pushing,"['ambitious', 'aspiring', 'go-getting', 'hard-driving', 'self-seeking']"
staircases,"[' stairs  ', ' stairways  ', ' stairwells  ', ' escalators  ', ' companionways  ', ' hallways  ', ' ladders  ', ' flights  ', ' ways  ', ' vestibules  ']"
roots,"['cradles', 'fonts', 'fountainheads', 'fountains', 'origins', 'seedbeds', 'sources', 'springs', 'wells', 'wellsprings']"
probably,"['assumably', 'doubtless', 'likely', 'presumably']"
nobody,"['cipher', 'dwarf', 'half-pint', 'insect', 'insignificancy', 'lightweight', 'morsel', 'nonentity', 'nothing', 'nullity', 'number', 'pip-squeak', 'pygmy', 'shrimp', 'snippersnapper', 'twerp', 'whippersnapper', 'zero', 'zilch']"
knows,"['comprehends', 'grasps', 'understands']"
feeling,"['chord', 'emotion', 'passion', 'sentiment']"
way,"['arterial', 'artery', 'avenue', 'boulevard', 'carriageway', 'drag', 'drive', 'expressway', 'freeway', 'high road', 'highway', 'pass', 'pike', 'road', 'roadway', 'route', 'row', 'street', 'thoroughfare', 'thruway', 'trace', 'turnpike']"
city,"['asphalt jungle', 'burg', 'cosmopolis', 'megacity', 'megalopolis', 'metropolis', 'municipality', 'town']"
right,"['appanage', 'birthright', 'prerogative']"
Square,"['foursquare', 'quadrate']"
Park,"['demesne', 'ground', 'premises', 'yard']"
many,"['beaucoup', 'legion', 'multifold', 'multiple', 'multiplex', 'multitudinous', 'numerous']"
exit,"['egress', 'issue', 'outlet']"
never,"[""ne'er""]"
idea,"['abstraction', 'cogitation', 'concept', 'conception', 'image', 'impression', 'intellection', ""mind's eye"", 'notion', 'picture', 'thought']"
corridor,"['belt', 'land', 'neck', 'part(s)', 'region', 'tract', 'zone']"
began,"['commenced', 'embarked (on or upon)', 'entered (into or upon)', 'fell (to)', 'got off', 'kicked off', 'launched', 'led off', 'opened', 'started', 'struck (into)']"
angling,"['bend', 'cock', 'inclination', 'list', 'tilt', 'tip']"
left,"['left wing', 'leftism', 'liberalism']"
slanting,"['askew', 'aslant', 'atilt', 'awry', 'cock-a-hoop', 'cockeyed', 'crazy', 'crooked', 'listing', 'lopsided', 'oblique', 'off-kilter', 'pitched', 'skewed', 'slanted', 'slantwise', 'tilted', 'tipping', 'uneven']"
downward,"['bowed', 'down', 'downcast', 'lowered']"
thought,"['account', 'advisement', 'consideration', 'debate', 'deliberation', 'reflection', 'study']"
wrong,"['bad', 'bastard', 'bush', 'bush-league', 'crummy', 'deficient', 'dissatisfactory', 'ill', 'inferior', 'lame', 'lousy', 'off', 'paltry', 'poor', 'punk', 'sour', 'suboptimal', 'subpar', 'substandard', 'unacceptable', 'unsatisfactory', 'wack', 'wanting', 'wretched']"
kept,"['celebrated', 'commemorated', 'observed']"
walking,"['sauntering', 'strolling', 'traipsing', 'drifting', 'footloose', 'meandering', 'rambling', 'migrant', 'migratory', 'ambulant', 'ambulatory', 'errant', 'fugitive', 'gallivanting', 'itinerant', 'nomad', 'nomadic', 'perambulatory', 'peregrine', 'peripatetic', 'ranging', 'roaming', 'roving', 'vagabond', 'vagrant', 'wandering', 'wayfaring']"
could,"[' may  ', ' can  ', ' might  ', ' take care of  ', ' make the grade  ', ' make it  ', ' have it made  ', ' cut the mustard  ', ' can do  ', ' be up to  ']"
empty,"['bare', 'blank', 'clean', 'devoid', 'stark', 'toom', 'vacant', 'vacuous', 'void']"
own,"['command', 'enjoy', 'have', 'hold', 'possess', 'retain']"
footsteps,"['footmarks', 'footprints', 'steps', 'traces', 'vestiges']"
pass,"['buck', 'hand', 'hand over', 'reach', 'transfer']"
soul,"['psyche', 'spirit']"
heard,"['audible', 'clear', 'discernible', 'distinct', 'distinguishable', 'perceptible', 'audiovisual', 'acoustic', 'audial', 'audile', 'auditory', 'aural', 'auricular']"
sort,"['breed', 'class', 'description', 'feather', 'genre', 'ilk', 'kidney', 'kind', 'like', 'manner', 'nature', 'order', 'species', 'strain', 'stripe', 'type', 'variety']"
hollow,"['concave', 'dented', 'depressed', 'dished', 'indented', 'recessed', 'sunken']"
roar,"['clamor', 'howl', 'hubbub', 'hue and cry', 'hullabaloo', 'noise', 'outcry', 'tumult', 'uproar', 'vociferation']"
ahead,"['afore', 'already', 'antecedently', 'anteriorly', 'before', 'beforehand', 'earlier', 'formerly', 'preliminarily', 'previously']"
means,"['denotes', 'expresses', 'imports', 'intends', 'signifies', 'spells']"
space,"['elbow room', 'place', 'room', 'way']"
talking,"['communicative', 'speaking', 'articulate', 'eloquent', 'fluent', 'voluble', 'well-spoken', 'gabby', 'garrulous', 'loquacious', 'talkative', 'talky', 'outspoken', 'unreserved', 'vocal', 'facile', 'glib', 'silver-tongued', 'smooth-tongued']"
sharp,"['cutting', 'edged', 'edgy', 'ground', 'honed', 'keen', 'sharpened', 'stropped', 'trenchant', 'whetted']"
short,"['little', 'low', 'low-lying', 'low-slung', 'sawed-off']"
moment,"['occasion', 'time']"
back,"['ago', 'agone', 'since', 'syne']"
saw,"['adage', 'aphorism', 'apothegm', 'byword', 'epigram', 'maxim', 'proverb', 'saying', 'sententia', 'word']"
room,"['elbow room', 'place', 'space', 'way']"
smaller,"['inferior', 'junior', 'less', 'lesser', 'lower', 'minor', 'subordinate']"
fewer,"['lesser', 'low', 'minor', 'modest', 'slight', 'small', 'smaller', 'fewest', 'littlest', 'lowest', 'minimal', 'minimum', 'minutest', 'slightest', 'smallest', 'tiniest', 'infinitesimal', 'micro', 'subminimal', 'ultramicro', 'irreducible']"
ticket,"['check', 'coupon', 'pass', 'pasteboard']"
windows,"['caesuras', 'commas', 'interspaces', 'lags', 'pauses', 'spaces', 'time lags', 'discontinuities', 'gaps', 'hiatuses', 'hiccups', 'interims', 'interludes', 'intermissions', 'interregnums', 'interruptions', 'interstices', 'intervals', 'parentheses', ""entr'actes"", 'bumpers', 'adjournments', 'discontinuances', 'lapses', 'suspensions', 'lulls', 'recesses', 'respites', 'rests', 'subintervals']"
train,"['cortege', 'entourage', 'following', 'posse', 'retinue', 'suite', 'tail']"
gates,"['doors', 'hatches', 'portals']"
information,"['data', 'facts']"
booth,"['accommodation', 'bay', 'berth', 'cabin', 'compartment', 'cubicle', 'apartment', 'cell', 'chamber', 'closet', 'room', 'alcove', 'niche', 'nook', 'recess', 'snuggery']"
centre,"[' focus  ', ' heart  ', ' core  ', ' middle  ', ' kernel  ', ' midpoint  ', ' hub  ', ' nucleus  ', ' concentrate  ', ' essence  ']"
wood,"['lumber', 'timber']"
wore,"['broke', 'burned out', 'busted', 'did in', 'did up', 'drained', 'exhausted', 'fagged', 'fatigued', 'frazzled', 'harassed', 'killed', 'knocked out', 'outwore', 'tired', 'tuckered (out)', 'washed out', 'wearied', 'wore out']"
green,"['grown', 'leafy', 'lush', 'luxuriant', 'overgrown', 'verdant']"
eyeshade,"[' visor   ', ' vizor   ', ' peak   ', ' bill   ', ' blind  ', ' screen  ', ' eyeshield  ', ' opaque  ', ' bills  ', ' brim  ']"
black,"['ebony', 'pitch-black', 'pitch-dark', 'pitchy', 'raven', 'sable']"
sleeve,"[' arm   ', ' jacket  ', ' shell  ', ' case  ', ' sheath  ', ' collar  ', ' bushing  ', ' wrapper  ', ' envelope  ', ' cover  ']"
protectors,"['custodians', 'defenders', 'guardian angels', 'guardians', 'guards', 'protections']"
lights,"['blazes', 'flares', 'fluorescences', 'glares', 'gleams', 'glows', 'illuminations', 'incandescences', 'luminescences', 'radiances', 'shines']"
dim,"['black', 'caliginous', 'dark', 'darkened', 'darkish', 'darkling', 'darksome', 'dimmed', 'dusk', 'dusky', 'gloomy', 'lightless', 'murky', 'obscure', 'obscured', 'pitch-black', 'pitch-dark', 'pitchy', 'rayless', 'somber', 'stygian', 'tenebrific', 'tenebrous', 'unlit']"
flickering,"['aglow', 'flaring', 'glowing', 'live', 'smoldering', 'ablaze', 'afire', 'aflame', 'alight', 'blazing', 'burning', 'combusting', 'conflagrant', 'fiery', 'flaming', 'ignited', 'inflamed', 'kindled', 'lit', 'broiling', 'hot', 'piping hot', 'red-hot', 'roasting', 'scalding', 'scorching', 'searing', 'sizzling', 'burned', 'charred', 'incinerated', 'scorched', 'seared', 'singed']"
gaslights,"['arc lamps', 'candelabra', 'candelabras', 'candles', 'chandeliers', 'dark lanterns', 'flares', 'flashbulbs', 'flashcubes', 'flashes', 'flashlights', 'floodlights', 'fluorescent lamps', 'gasoliers', 'girandoles', 'headlights', 'incandescent lamps', 'klieg lights', 'lanterns', 'light bulbs', 'lighthouses', 'lightings', 'sconces', 'spotlights', 'streetlights', 'sun lamps', 'beacons', 'illuminants', 'lamps']"
clerk,"['register', 'registrar', 'scribe', 'secretary']"
figured,"['chose', 'concluded', 'decided', 'determined', 'named', 'opted', 'resolved', 'settled (on or upon)']"
fare,"['bread', 'chow', 'chuck', 'comestibles', 'eatables', 'eats', 'edibles', 'food', 'foodstuffs', 'grub', 'meat', 'provender', 'provisions', 'table', 'tucker', 'viands', 'victuals', 'vittles']"
glanced,"['bounced', 'caromed', 'rebounded', 'ricocheted', 'skimmed', 'skipped']"
hatband,"[' stripe  ', ' banding  ', ' band  ']"
had,"['commanded', 'enjoyed', 'held', 'owned', 'possessed', 'retained']"
enough,"['adequately', 'satisfactorily', 'sufficiently', 'suitably']"
coach,['trainer']
tickets,"['checks', 'coupons', 'passes', 'pasteboards']"
counted,"['enumerated', 'numbered', 'told']"
money,"['bread', 'bucks', 'cabbage', 'cash', 'change', 'chips', 'coin', 'currency', 'dough', 'gold', 'green', 'jack', 'kale', 'legal tender', 'lolly', 'long green', 'loot', 'lucre', 'moola', 'needful', 'pelf', 'scratch', 'shekels', 'tender', 'wampum']"
staring,"['blinking', 'gaping', 'gawking', 'gawping', 'gazing', 'goggling', 'peering', 'rubbernecking']"
nodded,"['bobbed', 'bobbled', 'jogged', 'jounced', 'pumped', 'seesawed', 'wagged']"
bills,"['accounts', 'checks', 'invoices', 'statements', 'tabs']"
ain,"['breed', 'class', 'description', 'genre', 'ilk', 'kidney', 'kind', 'like', 'manner', 'nature', 'order', 'sort', 'species', 'strain', 'stripe', 'type', 'variety']"
mister,"['hubby', 'husband', 'man', 'old man']"
re,"['beam', 'shaft']"
skin,"['exterior', 'face', 'outside', 'shell', 'surface', 'veneer']"
won,"['conquered', 'prevailed', 'triumphed']"
far,"['achingly', 'almighty', 'archly', 'awful', 'awfully', 'badly', 'beastly', 'blisteringly', 'bone', 'colossally', 'corking', 'cracking', 'damn', 'damned', 'dang', 'deadly', 'desperately', 'eminently', 'enormously', 'especially', 'ever', 'exceedingly', 'extra', 'extremely', 'fabulously', 'fantastically', 'fiercely', 'filthy', 'frightfully', 'full', 'greatly', 'heavily', 'highly', 'hugely', 'immensely', 'incredibly', 'intensely', 'jolly', 'majorly', 'mightily', 'mighty', 'monstrous', 'mortally', 'most', 'much', 'particularly', 'passing', 'rattling', 'real', 'really', 'right', 'roaring', 'roaringly', 'seriously', 'severely', 'so', 'sore', 'sorely', 'spanking', 'specially', 'stinking', 'such', 'super', 'supremely', 'surpassingly', 'terribly', 'that', 'thumping', 'too', 'unco', 'uncommonly', 'vastly', 'very', 'vitally', 'way', 'whacking', 'wicked', 'wildly']"
cash,"['bread', 'bucks', 'cabbage', 'change', 'chips', 'coin', 'currency', 'dough', 'gold', 'green', 'jack', 'kale', 'legal tender', 'lolly', 'long green', 'loot', 'lucre', 'money', 'moola', 'needful', 'pelf', 'scratch', 'shekels', 'tender', 'wampum']"
drawer,"['cabinet', 'locker', 'alcove', 'niche', 'nook', 'recess', 'cavity', 'hole', 'hollow', 'cubbyhole', 'pigeonhole', 'snuggery', 'booth', 'box', 'crib', 'loge', 'stall', 'bay', 'cabin', 'cell', 'chamber', 'compartment', 'cube', 'cubicle', 'bunker', 'crypt', 'vault']"
course,"['line', 'methodology', 'policy', 'procedure', 'program']"
old-style,"[' quaint  ', ' old-world  ', ' traditional  ', ' old-fashioned  ', ' bygone  ', ' old-time  ', ' antiquarian  ', ' vintage  ', ' antique  ', ' ancient  ']"
half,['moiety']
again,"['afresh', 'anew', 'de novo', 'over']"
big,"['consequential', 'earth-shattering', 'earthshaking', 'eventful', 'historic', 'important', 'major', 'material', 'meaningful', 'momentous', 'monumental', 'much', 'significant', 'substantial', 'tectonic', 'weighty']"
nowadays,"['anymore', 'currently', 'now', 'presently', 'right now', 'today']"
fast,"['apace', 'briskly', 'chop-chop', 'double-quick', 'fleetly', 'full tilt', 'hastily', 'hell-for-leather', 'hot', 'lickety-split', 'posthaste', 'presto', 'pronto', 'quick', 'quickly', 'rapidly', 'snappily', 'soon', 'speedily', 'swift', 'swiftly']"
nothing,"['cipher', 'dwarf', 'half-pint', 'insect', 'insignificancy', 'lightweight', 'morsel', 'nobody', 'nonentity', 'nullity', 'number', 'pip-squeak', 'pygmy', 'shrimp', 'snippersnapper', 'twerp', 'whippersnapper', 'zero', 'zilch']"
jail,"['bastille', 'big house', 'bridewell', 'brig', 'calaboose', 'can', 'clink', 'cooler', 'coop', 'guardroom', 'hock', 'hold', 'hoosegow', 'jailhouse', 'joint', 'jug', 'lockup', 'nick', 'pen', 'penitentiary', 'pokey', 'prison', 'quod', 'slam', 'slammer', 'stir', 'stockade', 'tolbooth']"
even,"['indeed', 'nay', 'truly', 'verily', 'yea']"
same,"['coequal', 'duplicate', 'equal', 'even', 'identical', 'indistinguishable']"
suppose,"['calculate', 'call', 'conjecture', 'estimate', 'figure', 'gauge', 'guess', 'judge', 'make', 'place', 'put', 'reckon']"
lunch,"['breakfast', 'buffet', 'collation', 'dinner', 'luncheon', 'refreshments', 'smorgasbord', 'snack', 'supper', 'tea', 'chow', 'feed', 'menu', 'mess', 'refection', 'repast', 'table', 'board', 'bite', 'gulp', 'morsel', 'serving', 'taste', 'banquet', 'feast', 'regale', 'spread', 'bake', 'barbecue', 'clambake', 'cookout', 'fry', 'fry-up', 'luau', 'picnic', 'potluck', 'roast']"
hour,"['boiling point', 'breaking point', 'clutch', 'conjuncture', 'crisis', 'crossroad(s)', 'crunch', 'crunch time', 'Dunkirk', 'emergency', 'exigency', 'extremity', 'flash point', 'head', 'juncture', 'tinderbox']"
drew,['pictured']
dollars,"['bones', 'bucks', 'clams', 'ones', 'smackers']"
bank,"['array', 'assemblage', 'band', 'batch', 'battery', 'block', 'bunch', 'clot', 'clump', 'cluster', 'clutch', 'collection', 'constellation', 'group', 'grouping', 'huddle', 'knot', 'lot', 'muster', 'package', 'parcel', 'passel', 'set', 'suite']"
nearly,"['closely', 'near']"
bought,"['mass-produced', 'off-the-peg', 'off-the-rack', 'off-the-shelf', 'ready-made', 'store', 'store-bought']"
currency,"['bread', 'bucks', 'cabbage', 'cash', 'change', 'chips', 'coin', 'dough', 'gold', 'green', 'jack', 'kale', 'legal tender', 'lolly', 'long green', 'loot', 'lucre', 'money', 'moola', 'needful', 'pelf', 'scratch', 'shekels', 'tender', 'wampum']"
really,"['actually', 'authentically', 'certifiably', 'genuinely', 'truly', 'veritably', 'very']"
